model,suite,prompt_mode,task_id,episode_id,prompt_used,success,ratio_mean,iou_mean,sources
DreamZero,libero_10,shuffle,0,1,,1.0,0.5317143261519675,0.15195650606145789,/n/holylfs06/LABS/sham_lab/Users/chloe00/vla-interp/results/attention/iou/dreamzero/perturb/prompt_shuffle/libero_10_seed7/iou_results_libero_10.json | /n/holylfs06/LABS/sham_lab/Users/chloe00/vla-interp/results/attention/ratio/dreamzero/perturb/prompt_shuffle/libero_10_seed7/attention_ratio_results_libero_10.json
DreamZero,libero_10,synonym,0,1,,0.0,0.5447568062993815,0.12530334040532842,/n/holylfs06/LABS/sham_lab/Users/chloe00/vla-interp/results/attention/iou/dreamzero/perturb/prompt_synonym/libero_10_seed7/iou_results_libero_10.json | /n/holylfs06/LABS/sham_lab/Users/chloe00/vla-interp/results/attention/ratio/dreamzero/perturb/prompt_synonym/libero_10_seed7/attention_ratio_results_libero_10.json
DreamZero,libero_10,empty,0,2,,1.0,0.5496043361199489,0.18007944265595613,/n/holylfs06/LABS/sham_lab/Users/chloe00/vla-interp/results/attention/iou/dreamzero/perturb/prompt_empty/libero_10_seed7/iou_results_libero_10.json | /n/holylfs06/LABS/sham_lab/Users/chloe00/vla-interp/results/attention/ratio/dreamzero/perturb/prompt_empty/libero_10_seed7/attention_ratio_results_libero_10.json
DreamZero,libero_10,opposite,0,2,,1.0,0.5485554620905245,0.15166103210651471,/n/holylfs06/LABS/sham_lab/Users/chloe00/vla-interp/results/attention/iou/dreamzero/perturb/prompt_opposite/libero_10_seed7/iou_results_libero_10.json | /n/holylfs06/LABS/sham_lab/Users/chloe00/vla-interp/results/attention/ratio/dreamzero/perturb/prompt_opposite/libero_10_seed7/attention_ratio_results_libero_10.json
DreamZero,libero_10,original,0,2,,1.0,0.5299684182035455,0.07900824328599027,/n/holylfs06/LABS/sham_lab/Users/chloe00/vla-interp/results/attention/iou/dreamzero/perturb/none/libero_10_seed7/iou_results_libero_10.json | /n/holylfs06/LABS/sham_lab/Users/chloe00/vla-interp/results/attention/iou/dreamzero/perturb/pol_object_shift_x0.05_y0.0/libero_10_seed7/iou_results_libero_10.json | /n/holylfs06/LABS/sham_lab/Users/chloe00/vla-interp/results/attention/iou/dreamzero/perturb/pol_random_action_p0.25_s1.0/libero_10_seed7/iou_results_libero_10.json | /n/holylfs06/LABS/sham_lab/Users/chloe00/vla-interp/results/attention/iou/dreamzero/perturb/vis_rotate_15deg_translate_x0.1_y0.0/libero_10_seed7/iou_results_libero_10.json | /n/holylfs06/LABS/sham_lab/Users/chloe00/vla-interp/results/attention/iou/dreamzero/perturb/vis_rotate_30deg/libero_10_seed7/iou_results_libero_10.json | /n/holylfs06/LABS/sham_lab/Users/chloe00/vla-interp/results/attention/iou/dreamzero/perturb/vis_translate_x0.2_y0.0/libero_10_seed7/iou_results_libero_10.json | /n/holylfs06/LABS/sham_lab/Users/chloe00/vla-interp/results/attention/ratio/dreamzero/perturb/none/libero_10_seed7/attention_ratio_results_libero_10.json | /n/holylfs06/LABS/sham_lab/Users/chloe00/vla-interp/results/attention/ratio/dreamzero/perturb/pol_object_shift_x0.05_y0.0/libero_10_seed7/attention_ratio_results_libero_10.json | /n/holylfs06/LABS/sham_lab/Users/chloe00/vla-interp/results/attention/ratio/dreamzero/perturb/pol_random_action_p0.25_s1.0/libero_10_seed7/attention_ratio_results_libero_10.json | /n/holylfs06/LABS/sham_lab/Users/chloe00/vla-interp/results/attention/ratio/dreamzero/perturb/vis_rotate_15deg_translate_x0.1_y0.0/libero_10_seed7/attention_ratio_results_libero_10.json | /n/holylfs06/LABS/sham_lab/Users/chloe00/vla-interp/results/attention/ratio/dreamzero/perturb/vis_rotate_30deg/libero_10_seed7/attention_ratio_results_libero_10.json | /n/holylfs06/LABS/sham_lab/Users/chloe00/vla-interp/results/attention/ratio/dreamzero/perturb/vis_translate_x0.2_y0.0/libero_10_seed7/attention_ratio_results_libero_10.json
DreamZero,libero_10,random,0,2,,0.0,0.57440893450533,0.20191246150908815,/n/holylfs06/LABS/sham_lab/Users/chloe00/vla-interp/results/attention/iou/dreamzero/perturb/prompt_random/libero_10_seed7/iou_results_libero_10.json | /n/holylfs06/LABS/sham_lab/Users/chloe00/vla-interp/results/attention/ratio/dreamzero/perturb/prompt_random/libero_10_seed7/attention_ratio_results_libero_10.json
DreamZero,libero_10,shuffle,0,2,,1.0,0.5369159598733225,0.16492784430034957,/n/holylfs06/LABS/sham_lab/Users/chloe00/vla-interp/results/attention/iou/dreamzero/perturb/prompt_shuffle/libero_10_seed7/iou_results_libero_10.json | /n/holylfs06/LABS/sham_lab/Users/chloe00/vla-interp/results/attention/ratio/dreamzero/perturb/prompt_shuffle/libero_10_seed7/attention_ratio_results_libero_10.json
DreamZero,libero_10,synonym,0,2,,1.0,0.5284478380074534,0.14924442971193344,/n/holylfs06/LABS/sham_lab/Users/chloe00/vla-interp/results/attention/iou/dreamzero/perturb/prompt_synonym/libero_10_seed7/iou_results_libero_10.json | /n/holylfs06/LABS/sham_lab/Users/chloe00/vla-interp/results/attention/ratio/dreamzero/perturb/prompt_synonym/libero_10_seed7/attention_ratio_results_libero_10.json
DreamZero,libero_10,empty,0,3,,1.0,0.5463495892678802,0.18172057681129125,/n/holylfs06/LABS/sham_lab/Users/chloe00/vla-interp/results/attention/iou/dreamzero/perturb/prompt_empty/libero_10_seed7/iou_results_libero_10.json | /n/holylfs06/LABS/sham_lab/Users/chloe00/vla-interp/results/attention/ratio/dreamzero/perturb/prompt_empty/libero_10_seed7/attention_ratio_results_libero_10.json
DreamZero,libero_10,opposite,0,3,,0.0,0.5595604221718499,0.17489455442516855,/n/holylfs06/LABS/sham_lab/Users/chloe00/vla-interp/results/attention/iou/dreamzero/perturb/prompt_opposite/libero_10_seed7/iou_results_libero_10.json | /n/holylfs06/LABS/sham_lab/Users/chloe00/vla-interp/results/attention/ratio/dreamzero/perturb/prompt_opposite/libero_10_seed7/attention_ratio_results_libero_10.json
DreamZero,libero_10,original,0,3,,1.0,0.5358425204915778,0.14262182791094485,/n/holylfs06/LABS/sham_lab/Users/chloe00/vla-interp/results/attention/iou/dreamzero/perturb/none/libero_10_seed7/iou_results_libero_10.json | /n/holylfs06/LABS/sham_lab/Users/chloe00/vla-interp/results/attention/iou/dreamzero/perturb/pol_object_shift_x0.05_y0.0/libero_10_seed7/iou_results_libero_10.json | /n/holylfs06/LABS/sham_lab/Users/chloe00/vla-interp/results/attention/iou/dreamzero/perturb/pol_random_action_p0.25_s1.0/libero_10_seed7/iou_results_libero_10.json | /n/holylfs06/LABS/sham_lab/Users/chloe00/vla-interp/results/attention/iou/dreamzero/perturb/vis_rotate_15deg_translate_x0.1_y0.0/libero_10_seed7/iou_results_libero_10.json | /n/holylfs06/LABS/sham_lab/Users/chloe00/vla-interp/results/attention/iou/dreamzero/perturb/vis_rotate_30deg/libero_10_seed7/iou_results_libero_10.json | /n/holylfs06/LABS/sham_lab/Users/chloe00/vla-interp/results/attention/iou/dreamzero/perturb/vis_translate_x0.2_y0.0/libero_10_seed7/iou_results_libero_10.json | /n/holylfs06/LABS/sham_lab/Users/chloe00/vla-interp/results/attention/ratio/dreamzero/perturb/none/libero_10_seed7/attention_ratio_results_libero_10.json | /n/holylfs06/LABS/sham_lab/Users/chloe00/vla-interp/results/attention/ratio/dreamzero/perturb/pol_object_shift_x0.05_y0.0/libero_10_seed7/attention_ratio_results_libero_10.json | /n/holylfs06/LABS/sham_lab/Users/chloe00/vla-interp/results/attention/ratio/dreamzero/perturb/pol_random_action_p0.25_s1.0/libero_10_seed7/attention_ratio_results_libero_10.json | /n/holylfs06/LABS/sham_lab/Users/chloe00/vla-interp/results/attention/ratio/dreamzero/perturb/vis_rotate_15deg_translate_x0.1_y0.0/libero_10_seed7/attention_ratio_results_libero_10.json | /n/holylfs06/LABS/sham_lab/Users/chloe00/vla-interp/results/attention/ratio/dreamzero/perturb/vis_rotate_30deg/libero_10_seed7/attention_ratio_results_libero_10.json | /n/holylfs06/LABS/sham_lab/Users/chloe00/vla-interp/results/attention/ratio/dreamzero/perturb/vis_translate_x0.2_y0.0/libero_10_seed7/attention_ratio_results_libero_10.json
DreamZero,libero_10,random,0,3,,1.0,0.5496570197761864,0.1387104216521849,/n/holylfs06/LABS/sham_lab/Users/chloe00/vla-interp/results/attention/iou/dreamzero/perturb/prompt_random/libero_10_seed7/iou_results_libero_10.json | /n/holylfs06/LABS/sham_lab/Users/chloe00/vla-interp/results/attention/ratio/dreamzero/perturb/prompt_random/libero_10_seed7/attention_ratio_results_libero_10.json
DreamZero,libero_10,shuffle,0,3,,1.0,0.5368956078523902,0.14637443752206603,/n/holylfs06/LABS/sham_lab/Users/chloe00/vla-interp/results/attention/iou/dreamzero/perturb/prompt_shuffle/libero_10_seed7/iou_results_libero_10.json | /n/holylfs06/LABS/sham_lab/Users/chloe00/vla-interp/results/attention/ratio/dreamzero/perturb/prompt_shuffle/libero_10_seed7/attention_ratio_results_libero_10.json
DreamZero,libero_10,synonym,0,3,,1.0,0.5225544701747897,0.1706926604308341,/n/holylfs06/LABS/sham_lab/Users/chloe00/vla-interp/results/attention/iou/dreamzero/perturb/prompt_synonym/libero_10_seed7/iou_results_libero_10.json | /n/holylfs06/LABS/sham_lab/Users/chloe00/vla-interp/results/attention/ratio/dreamzero/perturb/prompt_synonym/libero_10_seed7/attention_ratio_results_libero_10.json
DreamZero,libero_10,empty,1,0,,1.0,0.5454202343304594,0.1433765134608883,/n/holylfs06/LABS/sham_lab/Users/chloe00/vla-interp/results/attention/iou/dreamzero/perturb/prompt_empty/libero_10_seed7/iou_results_libero_10.json | /n/holylfs06/LABS/sham_lab/Users/chloe00/vla-interp/results/attention/ratio/dreamzero/perturb/prompt_empty/libero_10_seed7/attention_ratio_results_libero_10.json
DreamZero,libero_10,opposite,1,0,,1.0,0.5406327755066672,0.16037296729837472,/n/holylfs06/LABS/sham_lab/Users/chloe00/vla-interp/results/attention/iou/dreamzero/perturb/prompt_opposite/libero_10_seed7/iou_results_libero_10.json | /n/holylfs06/LABS/sham_lab/Users/chloe00/vla-interp/results/attention/ratio/dreamzero/perturb/prompt_opposite/libero_10_seed7/attention_ratio_results_libero_10.json
DreamZero,libero_10,original,1,0,,1.0,0.5276163077973204,0.10766221167255874,/n/holylfs06/LABS/sham_lab/Users/chloe00/vla-interp/results/attention/iou/dreamzero/perturb/none/libero_10_seed7/iou_results_libero_10.json | /n/holylfs06/LABS/sham_lab/Users/chloe00/vla-interp/results/attention/iou/dreamzero/perturb/pol_object_shift_x0.05_y0.0/libero_10_seed7/iou_results_libero_10.json | /n/holylfs06/LABS/sham_lab/Users/chloe00/vla-interp/results/attention/iou/dreamzero/perturb/pol_random_action_p0.25_s1.0/libero_10_seed7/iou_results_libero_10.json | /n/holylfs06/LABS/sham_lab/Users/chloe00/vla-interp/results/attention/iou/dreamzero/perturb/vis_rotate_15deg_translate_x0.1_y0.0/libero_10_seed7/iou_results_libero_10.json | /n/holylfs06/LABS/sham_lab/Users/chloe00/vla-interp/results/attention/iou/dreamzero/perturb/vis_rotate_30deg/libero_10_seed7/iou_results_libero_10.json | /n/holylfs06/LABS/sham_lab/Users/chloe00/vla-interp/results/attention/iou/dreamzero/perturb/vis_translate_x0.2_y0.0/libero_10_seed7/iou_results_libero_10.json | /n/holylfs06/LABS/sham_lab/Users/chloe00/vla-interp/results/attention/ratio/dreamzero/perturb/none/libero_10_seed7/attention_ratio_results_libero_10.json | /n/holylfs06/LABS/sham_lab/Users/chloe00/vla-interp/results/attention/ratio/dreamzero/perturb/pol_object_shift_x0.05_y0.0/libero_10_seed7/attention_ratio_results_libero_10.json | /n/holylfs06/LABS/sham_lab/Users/chloe00/vla-interp/results/attention/ratio/dreamzero/perturb/pol_random_action_p0.25_s1.0/libero_10_seed7/attention_ratio_results_libero_10.json | /n/holylfs06/LABS/sham_lab/Users/chloe00/vla-interp/results/attention/ratio/dreamzero/perturb/vis_rotate_15deg_translate_x0.1_y0.0/libero_10_seed7/attention_ratio_results_libero_10.json | /n/holylfs06/LABS/sham_lab/Users/chloe00/vla-interp/results/attention/ratio/dreamzero/perturb/vis_rotate_30deg/libero_10_seed7/attention_ratio_results_libero_10.json | /n/holylfs06/LABS/sham_lab/Users/chloe00/vla-interp/results/attention/ratio/dreamzero/perturb/vis_translate_x0.2_y0.0/libero_10_seed7/attention_ratio_results_libero_10.json
DreamZero,libero_10,random,1,0,,1.0,0.5480135183003672,0.24676999885907813,/n/holylfs06/LABS/sham_lab/Users/chloe00/vla-interp/results/attention/iou/dreamzero/perturb/prompt_random/libero_10_seed7/iou_results_libero_10.json | /n/holylfs06/LABS/sham_lab/Users/chloe00/vla-interp/results/attention/ratio/dreamzero/perturb/prompt_random/libero_10_seed7/attention_ratio_results_libero_10.json
DreamZero,libero_10,shuffle,1,0,,1.0,0.5376403069245959,0.21762913336828263,/n/holylfs06/LABS/sham_lab/Users/chloe00/vla-interp/results/attention/iou/dreamzero/perturb/prompt_shuffle/libero_10_seed7/iou_results_libero_10.json | /n/holylfs06/LABS/sham_lab/Users/chloe00/vla-interp/results/attention/ratio/dreamzero/perturb/prompt_shuffle/libero_10_seed7/attention_ratio_results_libero_10.json
DreamZero,libero_10,synonym,1,0,,1.0,0.5254466088404487,0.14326569847966,/n/holylfs06/LABS/sham_lab/Users/chloe00/vla-interp/results/attention/iou/dreamzero/perturb/prompt_synonym/libero_10_seed7/iou_results_libero_10.json | /n/holylfs06/LABS/sham_lab/Users/chloe00/vla-interp/results/attention/ratio/dreamzero/perturb/prompt_synonym/libero_10_seed7/attention_ratio_results_libero_10.json
DreamZero,libero_10,empty,1,1,,1.0,0.5452935225799808,0.1347034640531676,/n/holylfs06/LABS/sham_lab/Users/chloe00/vla-interp/results/attention/iou/dreamzero/perturb/prompt_empty/libero_10_seed7/iou_results_libero_10.json | /n/holylfs06/LABS/sham_lab/Users/chloe00/vla-interp/results/attention/ratio/dreamzero/perturb/prompt_empty/libero_10_seed7/attention_ratio_results_libero_10.json
DreamZero,libero_10,opposite,1,1,,1.0,0.5557080489762801,0.16872670078232804,/n/holylfs06/LABS/sham_lab/Users/chloe00/vla-interp/results/attention/iou/dreamzero/perturb/prompt_opposite/libero_10_seed7/iou_results_libero_10.json | /n/holylfs06/LABS/sham_lab/Users/chloe00/vla-interp/results/attention/ratio/dreamzero/perturb/prompt_opposite/libero_10_seed7/attention_ratio_results_libero_10.json
DreamZero,libero_10,original,1,1,,1.0,0.5261291135970482,0.20482781980274897,/n/holylfs06/LABS/sham_lab/Users/chloe00/vla-interp/results/attention/iou/dreamzero/perturb/none/libero_10_seed7/iou_results_libero_10.json | /n/holylfs06/LABS/sham_lab/Users/chloe00/vla-interp/results/attention/iou/dreamzero/perturb/pol_object_shift_x0.05_y0.0/libero_10_seed7/iou_results_libero_10.json | /n/holylfs06/LABS/sham_lab/Users/chloe00/vla-interp/results/attention/iou/dreamzero/perturb/pol_random_action_p0.25_s1.0/libero_10_seed7/iou_results_libero_10.json | /n/holylfs06/LABS/sham_lab/Users/chloe00/vla-interp/results/attention/iou/dreamzero/perturb/vis_rotate_15deg_translate_x0.1_y0.0/libero_10_seed7/iou_results_libero_10.json | /n/holylfs06/LABS/sham_lab/Users/chloe00/vla-interp/results/attention/iou/dreamzero/perturb/vis_rotate_30deg/libero_10_seed7/iou_results_libero_10.json | /n/holylfs06/LABS/sham_lab/Users/chloe00/vla-interp/results/attention/iou/dreamzero/perturb/vis_translate_x0.2_y0.0/libero_10_seed7/iou_results_libero_10.json | /n/holylfs06/LABS/sham_lab/Users/chloe00/vla-interp/results/attention/ratio/dreamzero/perturb/none/libero_10_seed7/attention_ratio_results_libero_10.json | /n/holylfs06/LABS/sham_lab/Users/chloe00/vla-interp/results/attention/ratio/dreamzero/perturb/pol_object_shift_x0.05_y0.0/libero_10_seed7/attention_ratio_results_libero_10.json | /n/holylfs06/LABS/sham_lab/Users/chloe00/vla-interp/results/attention/ratio/dreamzero/perturb/pol_random_action_p0.25_s1.0/libero_10_seed7/attention_ratio_results_libero_10.json | /n/holylfs06/LABS/sham_lab/Users/chloe00/vla-interp/results/attention/ratio/dreamzero/perturb/vis_rotate_15deg_translate_x0.1_y0.0/libero_10_seed7/attention_ratio_results_libero_10.json | /n/holylfs06/LABS/sham_lab/Users/chloe00/vla-interp/results/attention/ratio/dreamzero/perturb/vis_rotate_30deg/libero_10_seed7/attention_ratio_results_libero_10.json | /n/holylfs06/LABS/sham_lab/Users/chloe00/vla-interp/results/attention/ratio/dreamzero/perturb/vis_translate_x0.2_y0.0/libero_10_seed7/attention_ratio_results_libero_10.json
DreamZero,libero_10,random,1,1,,1.0,0.5476727951211027,0.19406034984869638,/n/holylfs06/LABS/sham_lab/Users/chloe00/vla-interp/results/attention/iou/dreamzero/perturb/prompt_random/libero_10_seed7/iou_results_libero_10.json | /n/holylfs06/LABS/sham_lab/Users/chloe00/vla-interp/results/attention/ratio/dreamzero/perturb/prompt_random/libero_10_seed7/attention_ratio_results_libero_10.json
DreamZero,libero_10,shuffle,1,1,,1.0,0.5320280231826663,0.1642889160680872,/n/holylfs06/LABS/sham_lab/Users/chloe00/vla-interp/results/attention/iou/dreamzero/perturb/prompt_shuffle/libero_10_seed7/iou_results_libero_10.json | /n/holylfs06/LABS/sham_lab/Users/chloe00/vla-interp/results/attention/ratio/dreamzero/perturb/prompt_shuffle/libero_10_seed7/attention_ratio_results_libero_10.json
DreamZero,libero_10,synonym,1,1,,1.0,0.5289232927803991,0.10359915796960613,/n/holylfs06/LABS/sham_lab/Users/chloe00/vla-interp/results/attention/iou/dreamzero/perturb/prompt_synonym/libero_10_seed7/iou_results_libero_10.json | /n/holylfs06/LABS/sham_lab/Users/chloe00/vla-interp/results/attention/ratio/dreamzero/perturb/prompt_synonym/libero_10_seed7/attention_ratio_results_libero_10.json
DreamZero,libero_10,empty,1,2,,1.0,0.5440099048937935,0.13710158912236758,/n/holylfs06/LABS/sham_lab/Users/chloe00/vla-interp/results/attention/iou/dreamzero/perturb/prompt_empty/libero_10_seed7/iou_results_libero_10.json | /n/holylfs06/LABS/sham_lab/Users/chloe00/vla-interp/results/attention/ratio/dreamzero/perturb/prompt_empty/libero_10_seed7/attention_ratio_results_libero_10.json
DreamZero,libero_10,opposite,1,2,,1.0,0.5450824856036703,0.12536272252975356,/n/holylfs06/LABS/sham_lab/Users/chloe00/vla-interp/results/attention/iou/dreamzero/perturb/prompt_opposite/libero_10_seed7/iou_results_libero_10.json | /n/holylfs06/LABS/sham_lab/Users/chloe00/vla-interp/results/attention/ratio/dreamzero/perturb/prompt_opposite/libero_10_seed7/attention_ratio_results_libero_10.json
